Taxy-Pro2	0.21832884097	0.102649006623	0.223390275953	0.224867724868	0.229110512129	0.0313725490196	0.103202846975	0.224867724868
Taxy-Pro1	0.245222929936	0.122699386503	0.238532110092	0.242703533026	0.245775729647	0.0415584415584	0.125	0.244204018547
Quickr	0.285714285714	0.151986183074	0.292441140025	0.281927710843	0.290953545232	0.0510638297872	0.138613861386	0.294190358467
CLARK	0.162522741055	0.0688285903375	0.161933534743	0.163414634146	0.162129461585	0.0136147038802	0.071724137931	0.161738080869
FOCUS	0.27619047619	0.233333333333	0.281030444965	0.289719626168	0.278846153846	0.0461538461538	0.228855721393	0.281030444965
CommonKmers	0.3861003861	0.533333333333	0.415384615385	0.409090909091	0.392307692308	0.264150943396	0.433962264151	0.4
metalign	0.804289544236	0.811188811189	0.855696202532	0.844221105528	0.826530612245	0.730769230769	0.742424242424	0.778711484594
Metaphlan2	0.459259259259	0.553571428571	0.450909090909	0.450909090909	0.452554744526	0.451612903226	0.523364485981	0.455882352941
TIPP	0.269918699187	0.145748987854	0.273752012882	0.272873194222	0.268987341772	0.0328767123288	0.157894736842	0.2688
mOTU	0.309644670051	0.289361702128	0.331658291457	0.321782178218	0.34	0.0826446280992	0.324324324324	0.335
Metaphyler	0.224	0.123499142367	0.225464190981	0.224867724868	0.222804718218	0.0220588235294	0.118616144975	0.224274406332
